name,img,instagram,labels
DLMT,https://www.beatstats.com/images/artist/large/579005.jpg?version=4211,https://www.instagram.com/dlmt,"['PARADE REC', 'IN / ROTATION (INSOMNIAC....', ""SPINNIN' RECORDS"", 'CONFESSION', 'ULTRA RECORDS, LLC', 'REPUBLIC RECORDS', 'FUTURE HOUSE MUSIC', 'THE MYTH OF NYX']"
UTO KAREM,https://www.beatstats.com/images/artist/large/34927.jpg?version=42812,https://www.instagram.com/uto_karem,['AGILE RECORDINGS']
DANNY DAZE,https://www.beatstats.com/images/artist/large/129061.jpg?version=21212,https://www.instagram.com/danny_daze,"['KOMPAKT', 'ULTRAMAJIC', 'OMNIDISC', 'TURBO RECORDINGS', 'MURK RECORDS', 'SLACKER 85', 'LES DISQUES DE LA MORT', 'THE IMBECILES', 'ELLUM', 'HIGHER GROUND', 'KNEADED PAINS', 'PLANT MUSIC', 'DIRTYBIRD', 'PHANTASY', 'FUTURE CLASSIC', 'KNM', 'MINUS', 'MONKEYTOWN RECORDS', 'LA BELLE']"
PETE ROSE,https://www.beatstats.com/images/artist/large/276705.jpg?version=58938,https://www.instagram.com/pete_rose,"['PORNOSTAR RECORDS', 'TACTICAL RECORDS', 'WH RECORDS', 'HOUSESESSION RECORDS', 'ZULU RECORDS']"
LARSEN FACTORY,https://www.beatstats.com/images/artist/large/54738.jpg?version=37656,https://www.instagram.com/larsen_factory,"['DEEPERFECT', 'OLE REC']"
USED DISCO,https://www.beatstats.com/images/artist/large/438289.jpg?version=8953,https://www.instagram.com/used_disco,['HOUSEU TUNES']
KIM PETRAS,https://www.beatstats.com/images/artist/large/658898.jpg?version=58938,https://www.instagram.com/kim_petras,"['UNIVERSAL-ISLAND RECORDS....', 'PARLOPHONE UK', 'DISRUPTOR RECORDS/COLUMB....']"
ARCHIE HAMILTON,https://www.beatstats.com/images/artist/large/124071.jpg?version=19751,https://www.instagram.com/archie_hamilton,"['MICROHERTZ', 'DANSU DISCS', 'FULL CIRCLE', 'HIGHER GROUND']"
WAXY,https://www.beatstats.com/images/artist/large/482546.jpg?version=58938,https://www.instagram.com/waxy,"['BUNNY TIGER', 'MONKEY ISLAND', 'ERASE RECORDS']"
ALEX STEIN,https://www.beatstats.com/images/artist/large/196067.jpg?version=33157,https://www.instagram.com/alex_stein,"['DRUMCODE', 'VOLTA', 'TERMINAL M', 'FACTORY 93 RECORDS', 'SENSO SOUNDS']"
PHANTOMS,https://www.beatstats.com/images/artist/large/321413.jpg?version=54485,https://www.instagram.com/phantoms,"[""SPINNIN' RECORDS"", 'CASABLANCA RECORDS (REPU....', 'FOREIGN FAMILY COLLECTIV....', 'HEROIC']"
LAURA DAVIE,https://www.beatstats.com/images/artist/large/850395.jpg?version=58938,https://www.instagram.com/laura_davie,"['WH0 PLAYS', 'FARRIS WHEEL RECORDINGS']"
MARCUS SCHOSSOW,https://www.beatstats.com/images/artist/large/9101.jpg?version=33831,https://www.instagram.com/marcus_schossow,"['SIZE RECORDS', 'AXTONE RECORDS', 'REVEALED RECORDINGS', 'TONE DIARY (SPINNIN)', ""SPINNIN' RECORDS"", 'STREAMLINED (SPINNIN)', 'ANJUNABEATS', 'ULTRA', 'REFUNE MUSIC', 'GARUDA', 'CODE RED MUSIC (BACK CAT....', 'BIG BEAT RECORDS', 'LIQUID RECORDINGS (SPINN....', 'NETTWERK', 'ARMADA TRICE', 'NEON RECORDS', 'CODE RED MUSIC', 'ARMADA MUSIC', ""SPINNIN' REMIXES""]"
KHEN,https://www.beatstats.com/images/artist/large/128427.jpg?version=65172,https://www.instagram.com/khen,"['ANJUNADEEP', 'CLOSURE', 'WARUNG RECORDINGS', 'BEDROCK RECORDS', 'LOST MIRACLE']"
MARK ALOW,https://www.beatstats.com/images/artist/large/393878.jpg?version=41469,https://www.instagram.com/mark_alow,"['SOL SELECTAS', 'BAR 25 MUSIC', 'SOLAR DISTANCE', 'BAILE MUSIK', 'AKBAL MUSIC', 'BONDAGE MUSIC', 'WHEN WE DIP RECORDS', 'BOREALIS', 'TRYBESOF', 'SOUNDS OF SIRIN', 'INNOCENT MUSIC', 'PLAY GROOVE RECORDINGS', 'WHOYOSTRO', 'ARTA IMMERSIVE MUSIC', 'KRAD RECORDS']"
ILAN BLUESTONE,https://www.beatstats.com/images/artist/large/94766.jpg?version=61965,https://www.instagram.com/ilan_bluestone,"['ARMADA MUSIC', 'BLACK HOLE RECORDINGS', 'ARMIND (ARMADA)', 'WARNER RECORDS', 'ANJUNABEATS', 'DIVIINE']"
DRAKE,https://www.beatstats.com/images/artist/large/59052.jpg?version=58938,https://www.instagram.com/drake,"['ULTRA', 'OVO/WE THE BEST/EPIC', 'CASH MONEY/DRAKE LP6', 'I AM OTHER/COLUMBIA']"
RAFFAELLA CARRA,https://www.beatstats.com/images/artist/large/183860.jpg?version=58938,https://www.instagram.com/raffaella_carra,"['COLUMBIA/B1 RECORDINGS/U....', 'COLUMBIA/B1 RECORDINGS']"
AGATINO ROMERO,https://www.beatstats.com/images/artist/large/588151.jpg?version=58938,https://www.instagram.com/agatino_romero,"['COLUMBIA/B1 RECORDINGS/U....', 'COLUMBIA/B1 RECORDINGS', 'MINUTE TO MIDNITE']"
JAXOMY,https://www.beatstats.com/images/artist/large/715379.jpg?version=40785,https://www.instagram.com/jaxomy,"['COLUMBIA/B1 RECORDINGS/U....', 'COLUMBIA/B1 RECORDINGS']"
SUBSONIC,https://www.beatstats.com/images/artist/large/139918.jpg?version=15664,https://www.instagram.com/subsonic,"['RAMPAGE RECORDINGS', 'SUBSONIC : FREQUENCIES', 'DEADBEATS', 'TINTED RECORDS', 'ELEVATE RECORDS', 'UKF', 'DELTA HEAVY']"
BAKERMAT,https://www.beatstats.com/images/artist/large/285323.jpg?version=55776,https://www.instagram.com/bakermat,"['BE YOURSELF MUSIC', 'BIG TOP AMSTERDAM']"
CHRISTIAN NIELSEN,https://www.beatstats.com/images/artist/large/348309.jpg?version=45185,https://www.instagram.com/christian_nielsen,"['SPECTRUM (NL)', 'ELLUM', 'PETS RECORDINGS']"
NICCI,https://www.beatstats.com/images/artist/large/125388.jpg?version=53609,https://www.instagram.com/nicci,['HEXAGON']
JAKE BUGG,https://www.beatstats.com/images/artist/large/776680.jpg?version=58938,https://www.instagram.com/jake_bugg,['BROKE']
FELGUK,https://www.beatstats.com/images/artist/large/58126.jpg?version=9192,https://www.instagram.com/felguk,"['PARADE REC', 'HUB RECORDS', 'KARUANA', 'FUTURE HOUSE MUSIC']"
MONTE,https://www.beatstats.com/images/artist/large/25245.jpg?version=18292,https://www.instagram.com/monte,"['JEUDI RECORDS', 'SOUNDCOLOURS', 'SWEAT IT OUT', 'OFF RECORDINGS', 'WM GERMANY', 'KITTBALL', 'METHOD WHITE', 'EXPLOITED', 'ESKIMO RECORDINGS', 'JACKMODE']"
MARKEM,https://www.beatstats.com/images/artist/large/139732.jpg?version=40646,https://www.instagram.com/markem,"['HOTL RECORDS', 'MUSICAL FREEDOM', 'RIO BLANCO RECORDS']"
YAS CEPEDA,https://www.beatstats.com/images/artist/large/227187.jpg?version=18577,https://www.instagram.com/yas_cepeda,"['UNION RECORDS (IT)', 'MUSICAL FREEDOM', ""WE'RE HERE""]"
LUIGI MADONNA & ROBERTO CAPUANO,https://www.beatstats.com/images/artist/large/636358.jpg?version=58938,https://www.instagram.com/luigi_madonna_&_roberto_capuano,['SECOND STATE AUDIO']
KORMAK,https://www.beatstats.com/images/artist/large/490670.jpg?version=53809,https://www.instagram.com/kormak,"['ULTRA', 'TMRW MUSIC', 'FUTURE CLASSIC']"
JULIAN WASSERMANN,https://www.beatstats.com/images/artist/large/171220.jpg?version=36835,https://www.instagram.com/julian_wassermann,"['STIL VOR TALENT', 'EINMUSIKA RECORDINGS', 'RENAISSANCE RECORDS', 'PARQUET RECORDINGS', 'KOMPAKT EXTRA', 'ODDITY RECORDS', 'TERMINAL M', 'BLAUFIELD MUSIC', 'VISHN', 'KATERMUKKE', 'WM GERMANY', 'SOLARII RECORDS', 'DEAR DEER', 'SENSO SOUNDS', 'ATLANT', 'BEATFREAK RECORDINGS', 'LOST ON YOU', 'PERSPECTIVES DIGITAL', 'YUSUAL', 'WATERGATE RECORDS', 'ZEHN RECORDS', 'LAST NIGHT ON EARTH', 'SINNERS', 'DEFINITION:MUSIC', 'SYSTEMATIC RECORDINGS', 'EMBASSY ONE', 'TRAUMWEG RECORDS', 'ELEATICS RECORDS', 'KITCHEN RECORDINGS', 'AWEN RECORDS', 'TRAUM']"
MASON,https://www.beatstats.com/images/artist/large/3753.jpg?version=7867,https://www.instagram.com/mason,"['ARMADA MUSIC', 'ZATAR MUSIC']"
NITEFREAK,https://www.beatstats.com/images/artist/large/733541.jpg?version=10820,https://www.instagram.com/nitefreak,"['HIGHER GROUND', ""SPINNIN' DEEP"", 'DEEP ROOT TRIBE', 'HIDDEN HANDS', 'WARNER MUSIC CENTRAL EUR....', 'SONDELA RECORDINGS LTD']"
ILIJA DJOKOVIC,https://www.beatstats.com/images/artist/large/475973.jpg?version=9795,https://www.instagram.com/ilija_djokovic,"['FILTH ON ACID', 'TERMINAL M', 'DRUMCODE', 'PHOBIQ', 'ARMADA ELECTRONIC ELEMEN....', 'EXIT SOUNDSCAPE', 'TRONIC', 'SECOND STATE AUDIO', 'SUARA', 'SENSO SOUNDS']"
SGT SLICK,https://www.beatstats.com/images/artist/large/24630.jpg?version=26299,https://www.instagram.com/sgt_slick,"['VICIOUS', 'ASTRX AU', 'TMRW MUSIC', 'OF LEISURE']"
SHAPOV,https://www.beatstats.com/images/artist/large/463600.jpg?version=11153,https://www.instagram.com/shapov,"['REVEALED RECORDINGS', 'AXTONE RECORDS']"
LONDON GRAMMAR,https://www.beatstats.com/images/artist/large/342430.jpg?version=34487,https://www.instagram.com/london_grammar,['MINISTRY OF SOUND RECORD....']
ISOLEE,https://www.beatstats.com/images/artist/large/7214.jpg?version=40675,https://www.instagram.com/isolee,"['MAEVE', 'TAU', 'PAMPA RECORDS', 'KNM', 'CROSSTOWN REBELS', 'LIFE AND DEATH', 'MULE MUSIQ', 'AFTERLIFE RECORDS', 'COCOON RECORDINGS']"
ROVA (NZ),https://www.beatstats.com/images/artist/large/1164910.jpg?version=7129,https://www.instagram.com/rova_(nz),"['DISTROKID', 'UKF', 'CHAOS']"
PICKLE,https://www.beatstats.com/images/artist/large/449665.jpg?version=53698,https://www.instagram.com/pickle,"['THRIVE MUSIC/CAPITOL REC....', 'MUSICAL FREEDOM', 'BRINE RECORDS', 'D4 D4NCE', 'CONTROVERSIA']"
LORENZ RHODE,https://www.beatstats.com/images/artist/large/15398.jpg?version=25847,https://www.instagram.com/lorenz_rhode,"['DEFECTED', 'SWEAT IT OUT']"
MIDLAND,https://www.beatstats.com/images/artist/large/64550.jpg?version=6880,https://www.instagram.com/midland,"['FABRIC RECORDS', 'CLASSIC MUSIC COMPANY']"
MAT ZO,https://www.beatstats.com/images/artist/large/35625.jpg?version=28218,https://www.instagram.com/mat_zo,"['MAU5TRAP', 'ANJUNABEATS']"
BLACK CIRCLE,https://www.beatstats.com/images/artist/large/745618.jpg?version=45551,https://www.instagram.com/black_circle,"['HIGHER GROUND', 'ALL I NEED', 'APRAPTA MUSIC', 'KNEE DEEP IN SOUND']"
JOHN JULIUS KNIGHT,https://www.beatstats.com/images/artist/large/2905.jpg?version=5680,https://www.instagram.com/john_julius_knight,"['SUBLIMINAL', 'ARMADA MUSIC ALBUMS', 'DOWNTOWN UNDERGROUND']"
ALEX MILLS,https://www.beatstats.com/images/artist/large/70217.jpg?version=6017,https://www.instagram.com/alex_mills,"['TOOLROOM', 'DEFECTED', 'ULTRA RECORDS, LLC', 'TOMORROWLAND MUSIC']"
MOTEZ,https://www.beatstats.com/images/artist/large/124699.jpg?version=56227,https://www.instagram.com/motez,"['VICIOUS', 'SWEAT IT OUT', 'ARMADA ELECTRONIC ELEMEN....', 'OWN YOUR CHAOS', 'THIS NEVER HAPPENED']"
LIRICO EN LA CASA,https://www.beatstats.com/images/artist/large/673817.jpg?version=58938,https://www.instagram.com/lirico_en_la_casa,['CR2 RECORDS']
ZAC,https://www.beatstats.com/images/artist/large/50496.jpg?version=28637,https://www.instagram.com/zac,"['AFTERLIFE RECORDS', 'SPROUT', 'FLUXO', 'WARUNG RECORDINGS', 'HORIZN', 'ZEROTHREE']"
SKYLAR GREY,https://www.beatstats.com/images/artist/large/180356.jpg?version=58938,https://www.instagram.com/skylar_grey,['OPHELIA']
EDONE,https://www.beatstats.com/images/artist/large/275584.jpg?version=19387,https://www.instagram.com/edone,"['DESSERT', 'ABELLUM', 'ISOLATE', 'SURRREALISM', 'MARGINALIA', 'MULTINOTES']"
NOORAN SISTERS,https://www.beatstats.com/images/artist/large/1099426.jpg?version=58938,https://www.instagram.com/nooran_sisters,['DJ SNAKE MUSIC PRODUCTIO....']
HYPATON,https://www.beatstats.com/images/artist/large/718954.jpg?version=27394,https://www.instagram.com/hypaton,"['NITRON MUSIC', 'WARNER MUSIC CENTRAL EUR....', 'PARLOPHONE UK', 'MINISTRY OF SOUND RECORD....']"
WILL TAYLOR (UK),https://www.beatstats.com/images/artist/large/561953.jpg?version=13334,https://www.instagram.com/will_taylor_(uk),"['ISSUES', 'FREAK', 'UPRISE MUSIC']"
LUSH & SIMON,https://www.beatstats.com/images/artist/large/229804.jpg?version=19971,https://www.instagram.com/lush_&_simon,"['ARMADA TRICE', 'HEXAGON', 'ULTRA', 'DOORN RECORDS', 'REVEALED RECORDINGS', 'ARMIND (ARMADA)', ""SPINNIN' RECORDS"", 'PROTOCOL RECORDINGS', 'DIM MAK RECORDS', 'ARMADA MUSIC', 'ARMADA ZOUK', 'ENHANCED RECORDINGS', 'CR2 RECORDS', 'PBR RECORDINGS', 'UNIVERSAL MUSIC DIGITAL ....', 'AROPA RECORDS']"
FUR COAT,https://www.beatstats.com/images/artist/large/194001.jpg?version=41350,https://www.instagram.com/fur_coat,"['TRUESOUL', 'AUTOMATIK', 'EMBASSY ONE']"
SKEPTA,https://www.beatstats.com/images/artist/large/51955.jpg?version=58938,https://www.instagram.com/skepta,"['UNIVERSAL-ISLAND RECORDS....', 'MáS TIEMPO', 'MINISTRY OF SOUND RECORD....', 'RELENTLESS RECORDS', 'A$AP WORLDWIDE/POLO GROU....']"
MNEK,https://www.beatstats.com/images/artist/large/274986.jpg?version=58938,https://www.instagram.com/mnek,"['POLYDOR LTD.', 'ATLANTIC RECORDS UK', 'POLYDOR RECORDS', 'MINISTRY OF SOUND RECORD....', 'VIRGIN EMI', 'EPIC/RECORD COMPANY TEN', 'BIG BEAT RECORDS', 'NOT SPECIFIED', '#MERKY RECORDS', 'NEON RECORDS']"
TREVOR GUTHRIE,https://www.beatstats.com/images/artist/large/283518.jpg?version=1580,https://www.instagram.com/trevor_guthrie,['ARMADA MUSIC']
STEFANO PAIN,https://www.beatstats.com/images/artist/large/59296.jpg?version=62433,https://www.instagram.com/stefano_pain,"['ACETONE', 'MOLTO RECORDINGS', 'HYSTERIA', 'CUBE RECORDINGS']"
SELECTA J-MAN,https://www.beatstats.com/images/artist/large/207406.jpg?version=57025,https://www.instagram.com/selecta_j-man,"['BORN ON ROAD', 'DRUM&BASSARENA']"
SOFIE,https://www.beatstats.com/images/artist/large/587983.jpg?version=58938,https://www.instagram.com/sofie,['KEINEMUSIK']
FUTURISTIC POLAR BEARS,https://www.beatstats.com/images/artist/large/154127.jpg?version=39384,https://www.instagram.com/futuristic_polar_bears,"['ONE SEVEN MUSIC', 'NEXCHAPTER']"
EINMUSIK,https://www.beatstats.com/images/artist/large/6404.jpg?version=6296,https://www.instagram.com/einmusik,"['FENESTRA', 'FUTURE ROMANCE', 'EINMUSIKA RECORDINGS', 'KIANA', 'GLOBAL UNDERGROUND', 'LAST NIGHT ON EARTH', 'BALANCE MUSIC']"
SHAMIYA BATTLES,https://www.beatstats.com/images/artist/large/1234103.jpg?version=58938,https://www.instagram.com/shamiya_battles,['STEREOHYPE']
VANILLA ACE,https://www.beatstats.com/images/artist/large/129094.jpg?version=6466,https://www.instagram.com/vanilla_ace,"['BUNNY TIGER', 'CLUB SWEAT', 'WYLDCARD', 'OFF RECORDINGS', 'SIMMA BLACK', 'SAFE MUSIC', 'NO DEFINITION', 'KING STREET SOUNDS', 'MINISTRY OF SOUND RECORD....', 'ENORMOUS TUNES', 'ERASE RECORDS', 'JUNGLE FUNK RECORDINGS', 'MIX FEED', 'TOOLROOM', 'WH0 PLAYS', 'MILK & SUGAR', 'DIAMOND CLASH', 'HOTBOI RECORDS', 'GLASGOW UNDERGROUND', 'BLUE DYE', 'TERMS & CONDITIONS', 'NIGHT BASS RECORDS', 'TBX LIMITED', 'SLEAZY G', 'D:VISION', 'HEDONISM MUSIC', 'LOULOU RECORDS', 'TECHORDS', 'NERVOUS RECORDS', 'FREAKIN909', 'NURVOUS RECORDS', 'HOUSE MAG RECORDS', 'DAYLIGHT ROBBERY RECORDS', 'PUNKS', 'MILLENNIAL RECORDS', 'CLAP7 LABEL', 'KITTBALL', ""SPINNIN' DEEP"", 'MR. CARTER', 'INDIANA TONES', 'AWESOME RECORDS', 'IN IT TOGETHER RECORDS', 'DEEP ROOT RECORDS', 'CR2 RECORDS', 'NEEDLE BOSS RECORDS', 'DEAR DEER', 'BLOCKHEAD RECORDINGS', 'SOLOTOKO', 'NEW STATE MUSIC', 'SUBTRACTIVE RECORDINGS', 'MEDIA BLACKOUT', 'HOUSE OF HUSTLE', 'FARRIS WHEEL RECORDINGS', 'CUFF', 'MAX RECORDS']"
ARMONICA,https://www.beatstats.com/images/artist/large/603832.jpg?version=24390,https://www.instagram.com/armonica,"['ZAMNA RECORDS', 'MOBLACK RECORDS', 'UNIVERSAL MUSIC DIVISION....', 'VINTAGE CULTURE', 'HIGHER GROUND']"
MAJOR LAZER,https://www.beatstats.com/images/artist/large/111132.jpg?version=45716,https://www.instagram.com/major_lazer,"['MAJOR LAZER / BECAUSE MU....', 'STEREOHYPE', 'HEXAGON', 'MAD DECENT / BECAUSE MUS....', 'TH3RD BRAIN']"
RAMONA RENEA,https://www.beatstats.com/images/artist/large/808305.jpg?version=58938,https://www.instagram.com/ramona_renea,['DEFECTED']
THE SAUCE,https://www.beatstats.com/images/artist/large/804025.jpg?version=26335,https://www.instagram.com/the_sauce,"['THE SAUCE RECORDINGS', 'FLEXOUT AUDIO']"
LETíCIA FIALHO,https://www.beatstats.com/images/artist/large/1158217.jpg?version=58938,https://www.instagram.com/letícia_fialho,['DAWN PATROL RECORDS']
TAIKI NULIGHT,https://www.beatstats.com/images/artist/large/411568.jpg?version=16387,https://www.instagram.com/taiki_nulight,"['DEADBEATS', 'POLYDOR RECORDS', 'MAJOR RECORDINGS/FFRR']"
ORDONEZ,https://www.beatstats.com/images/artist/large/219942.jpg?version=64889,https://www.instagram.com/ordonez,"['CRYPTO RAVERS', 'OH! RECORDS STOCKHOLM']"
FAUL & WAD,https://www.beatstats.com/images/artist/large/394820.jpg?version=24017,https://www.instagram.com/faul_&_wad,['INSOMNIAC RECORDS']
AFRICAN CHILDRENS CHOIR,https://www.beatstats.com/images/artist/large/1250357.jpg?version=58938,https://www.instagram.com/african_childrens_choir,['INSOMNIAC RECORDS']
PATRICK MASON,https://www.beatstats.com/images/artist/large/710867.jpg?version=54274,https://www.instagram.com/patrick_mason,['REKIDS']
MR. OIZO,https://www.beatstats.com/images/artist/large/11847.jpg?version=22749,https://www.instagram.com/mr._oizo,"['OWSLA/ATLANTIC', 'F COMMUNICATIONS']"
MISSY ELLIOTT,https://www.beatstats.com/images/artist/large/127060.jpg?version=58938,https://www.instagram.com/missy_elliott,"['OWSLA/ATLANTIC', 'ATLANTIC RECORDS']"
C.VOGT,https://www.beatstats.com/images/artist/large/411073.jpg?version=43266,https://www.instagram.com/c.vogt,['REBIRTH']
LEVELA,https://www.beatstats.com/images/artist/large/105120.jpg?version=54375,https://www.instagram.com/levela,"['LVL MUSIC', 'SHOGUN AUDIO']"
ANELISA LAMOLA,https://www.beatstats.com/images/artist/large/923070.jpg?version=58938,https://www.instagram.com/anelisa_lamola,"['SWEAT IT OUT', 'CLASSIC MUSIC COMPANY']"
MARVIN ALOYS,https://www.beatstats.com/images/artist/large/216410.jpg?version=61020,https://www.instagram.com/marvin_aloys,"['GREENMOUNTAIN', 'VIVIFIER RECORDS', 'MONOSIDE', 'MILK & SUGAR', 'TACTICAL RECORDS', 'ADDICTED ROOM']"
ROUGH TRADERS,https://www.beatstats.com/images/artist/large/444186.jpg?version=46852,https://www.instagram.com/rough_traders,['GREENMOUNTAIN']
MUSUMECI,https://www.beatstats.com/images/artist/large/146004.jpg?version=38169,https://www.instagram.com/musumeci,"['INNERVISIONS', 'FUTURE DISCO DANCE CLUB', 'SOMETHINGNU', 'DESSERT', 'MUSIC TO DIE FOR', 'UNIVERSAL MUSIC DIVISION....', 'ROAM RECORDINGS', 'MOBLACK RECORDS', 'ENGRAVE LTD', 'RAVANELLI DISCO CLUB', 'BUTTRESS', 'PLAY IT AGAIN SAM', 'AXEPT', 'RENAISSANCE RECORDS']"
OLLY JAMES,https://www.beatstats.com/images/artist/large/349245.jpg?version=15604,https://www.instagram.com/olly_james,"['PARLOPHONE UK', 'REVEALED RECORDINGS', 'RAVE CULTURE', 'RAVE ROOM RECORDINGS', 'FULL COLOUR RECORDS', 'ALTRA MODA']"
JULIET FOX,https://www.beatstats.com/images/artist/large/198852.jpg?version=11160,https://www.instagram.com/juliet_fox,"['TOOLROOM TRAX', 'TREGAMBE', 'THREE SIX ZERO', 'ARMADA MUSIC', 'EXIT SOUNDSCAPE']"
MAXI MERAKI,https://www.beatstats.com/images/artist/large/800739.jpg?version=7230,https://www.instagram.com/maxi_meraki,"['ABRACADABRA MUSIC', 'MAGNIFIK MUSIC', 'ULTRA', 'ROSE AVENUE/REPRISE', ""SPINNIN' DEEP"", 'ULTRA RECORDS, LLC', 'HURRY UP SLOWLY', 'GET PHYSICAL MUSIC', 'MOBLACK RECORDS']"
MOZZY REKORDER,https://www.beatstats.com/images/artist/large/618266.jpg?version=45846,https://www.instagram.com/mozzy_rekorder,['LIMBO RECORDS']
LAOLU,https://www.beatstats.com/images/artist/large/143527.jpg?version=27579,https://www.instagram.com/laolu,"['INNERVISIONS', 'COMPOST', 'CAROLINE INTERNATIONAL', 'MADORASINDAHOUSE RECORDS', 'ANJUNADEEP', 'KEINEMUSIK', 'WEAPONS', 'DRAB QUEEN', 'SOUNDWAY RECORDS', 'GET PHYSICAL MUSIC', 'FFRR', 'JALAPENO RECORDS', 'DEFECTED', 'MILK & SUGAR', 'CRAMMED', 'CROSSTOWN REBELS']"
MAX VANGELI,https://www.beatstats.com/images/artist/large/87607.jpg?version=60040,https://www.instagram.com/max_vangeli,"['SIZE RECORDS', 'NOFACE RECORDS', 'ARMADA MUSIC', 'ARMIND (ARMADA)', 'IN MY OPINION']"
SUED NUNES,https://www.beatstats.com/images/artist/large/1093148.jpg?version=58938,https://www.instagram.com/sued_nunes,['DAWN PATROL RECORDS']
FAHLBERG,https://www.beatstats.com/images/artist/large/679973.jpg?version=37184,https://www.instagram.com/fahlberg,"['WATERGATE RECORDS', 'UNRELEASED RECORDS', 'ABRACADABRA MUSIC', 'SONY MUSIC SWEDEN', 'ELEMENTS', 'DIYNAMIC', 'MADORASINDAHOUSE RECORDS', 'NO ONE AROUND', 'RADIANT.']"
ONSRA,https://www.beatstats.com/images/artist/large/489741.jpg?version=58938,https://www.instagram.com/onsra,['EXPLOITED']
RYAN ARNOLD,https://www.beatstats.com/images/artist/large/713644.jpg?version=57718,https://www.instagram.com/ryan_arnold,"[""SPINNIN' RECORDS""]"
ROME FORTUNE,https://www.beatstats.com/images/artist/large/361666.jpg?version=58938,https://www.instagram.com/rome_fortune,['EXPERTS ONLY']
HNTR,https://www.beatstats.com/images/artist/large/862283.jpg?version=30468,https://www.instagram.com/hntr,['EXPERTS ONLY']
SAM OBERNIK,https://www.beatstats.com/images/artist/large/101787.jpg?version=933,https://www.instagram.com/sam_obernik,"['LOUDBIT', 'DIFFUSED MUSIC', 'KOSMO RECORDS']"
ARODES,https://www.beatstats.com/images/artist/large/995673.jpg?version=27992,https://www.instagram.com/arodes,"['UNRELEASED RECORDS', 'INTERSTELLAR RECORDINGS ....', 'DISCONNECTED', 'STRESS RECORDS', 'ROSE AVENUE', 'MOBLACK RECORDS', 'VINTAGE CULTURE', 'BROKE', 'DEEP ROOT UNDERGROUND']"
THE WULF,https://www.beatstats.com/images/artist/large/462526.jpg?version=58938,https://www.instagram.com/the_wulf,"['SPRS', ""SPINNIN' RECORDS""]"
ERIK HAGLETON,https://www.beatstats.com/images/artist/large/137936.jpg?version=49334,https://www.instagram.com/erik_hagleton,"['TOOLROOM', 'GLASGOW UNDERGROUND', 'CR2 RECORDS', 'STRICTLY RHYTHM', 'CLUB SWEAT', 'TOOLROOM TRAX', 'GO DEEVA RECORDS']"
P.A.C.O.,https://www.beatstats.com/images/artist/large/318081.jpg?version=39774,https://www.instagram.com/p.a.c.o.,['KITTBALL']
THE OUTFIELD,https://www.beatstats.com/images/artist/large/369004.jpg?version=58938,https://www.instagram.com/the_outfield,['COLUMBIA (SONY)']
JEREMY OLANDER,https://www.beatstats.com/images/artist/large/97734.jpg?version=14351,https://www.instagram.com/jeremy_olander,"['VIVRANT', 'INTERSTELLAR RECORDINGS ....']"
RUZE,https://www.beatstats.com/images/artist/large/621219.jpg?version=25113,https://www.instagram.com/ruze,"['PIV', 'RANGE.', 'SOUTH', 'PITCH RECORDS', 'FACTORY 93 RECORDS']"
MERYLL,https://www.beatstats.com/images/artist/large/855625.jpg?version=58938,https://www.instagram.com/meryll,"['INSOMNIAC RECORDS', 'CATCH & RELEASE', 'REVEALED RECORDINGS', 'TOOLROOM', 'MINISTRY OF SOUND RECORD....', 'END OF LINE', 'FLASHOVER RECORDINGS', 'CONFESSION', 'RAVE CULTURE']"
CARMEE,https://www.beatstats.com/images/artist/large/1096712.jpg?version=276,https://www.instagram.com/carmee,"['AFTERLIFE RECORDS', 'ZEF MUSIC']"
TOTAL SCIENCE,https://www.beatstats.com/images/artist/large/2343.jpg?version=5685,https://www.instagram.com/total_science,['COMPUTER INTEGRATED AUDI....']
STEFANE,https://www.beatstats.com/images/artist/large/567273.jpg?version=58938,https://www.instagram.com/stefane,"['PRISON ENTERTAINMENT', 'PORNOSTAR RECORDS', 'MONKEY ISLAND']"
LA BOUCHE,https://www.beatstats.com/images/artist/large/368829.jpg?version=58938,https://www.instagram.com/la_bouche,['NITRON MUSIC']
JULIAN THE ANGEL,https://www.beatstats.com/images/artist/large/41456.jpg?version=19809,https://www.instagram.com/julian_the_angel,['SUPERCIRCUS']
DOMINIK SCHWARZ,https://www.beatstats.com/images/artist/large/217961.jpg?version=43936,https://www.instagram.com/dominik_schwarz,"['AUTEKTONE RECORDS', 'KURAI RECORDS']"
ESKUCHE,https://www.beatstats.com/images/artist/large/284115.jpg?version=59312,https://www.instagram.com/eskuche,"['FARRIS WHEEL LIMITED', 'TBX RECORDS']"
DUANE HARDEN,https://www.beatstats.com/images/artist/large/101877.jpg?version=58938,https://www.instagram.com/duane_harden,"[""SPINNIN' RECORDS"", 'HEXAGON', 'ARMADA SUBJEKT', 'ULTRA', 'FLASHOVER RECORDINGS', 'EGO', 'FONK RECORDINGS', 'G*HIGH', 'MODENA RECORDS']"
TOCADISCO,https://www.beatstats.com/images/artist/large/7543.jpg?version=20070,https://www.instagram.com/tocadisco,"['AUDIOSUSHI', 'SUBMENTAL RECORDS']"
